#OTU ID	mgm4533635	mgm4546120	mgm4546121	mgm4604227	mgm4654798	mgm4663010
Elusimicrobiota	0.0034107452780409	0.0031255246239988	0.000256582707103	0.0027518617621457	0.0036899984364413	0.0024967280781234
Acidobacteriota	0.0054115099824808	0.0127168857331898	0.0011180785842854	0.0019878139205003	0.0046698285297336	0.0052373122140564
Myxococcota	0.0113361529917472	0.0569025705341536	0.0022167190846995	0.0007640478416454	0.0048157606712878	0.0114097788516393
Nitrospinota	0.0002047991106905	0.0001740517266918	1.94380838714443e-05	0.0005506302588735	0.0006566946369937	0.0006241820195308
Candidatus.Tectomicrobia	0.0001807318094342	0.0001975055054659	1.94380838714443e-05	9.67149166639801e-06	0.0002188982123312	0.0002326700001118
Spirochaetota	0.0080521016203197	0.002715700700157	0.0003980919576871	0.0047293594248686	0.0078907593683223	0.0078772218307102
Bdellovibrionota	0.0005817021303648	0.0007332391890423	0.000398869481042	0.0015416357716238	0.0012299994788137	0.0006062843272145
Synergistota	0.0005767070301041	0.0003826669168403	4.50963545817508e-05	0.0001354008833295	0.0006566946369937	0.0013020571160106
Caldisericota	6.81150035556032e-06	1.23440940916228e-05	5.4426634840044e-06	7.09242722202521e-06	0.0225777870433106	4.25070192512053e-05
Fusobacteriota	0.0004391147229217	0.0002246625124675	0.0002550276603933	0.0020252103549437	0.0008964402981185	0.0003892748078794
Thermotogota	0.0002906240151705	0.0001444259008719	6.22018683886217e-05	0.0007788774622005	0.0005837285662167	0.0738414040739622
Atribacterota	2.72460014222413e-05	5.30796045939781e-05	2.79908407748798e-05	0.0003243173538798	0.205566268827852	0.0122733425059006
Chrysiogenota	9.12741047645083e-05	4.56731481390044e-05	6.99771019371994e-06	0.0001566781649956	4.16948975869078e-05	0.0001275210577536
Aquificota	6.22117032474509e-05	7.036133632225e-05	7.69748121309194e-05	0.0003855701344337	0.0002188982123312	0.0002214839424141
Calditrichota	6.26658032711549e-05	0.0001036903903696	1.16628503228666e-05	0.000179889744995	0.0008860165737217	0.0002528049039676
Deferribacterota	8.67331045274681e-05	6.91269269130877e-05	2.41032240005909e-05	0.000166349656662	0.0002501693855214	0.0002170095193351
Dictyoglomota	1.40771007348247e-05	1.35785035007851e-05	8.55275690343549e-06	0.0001231503272188	9.38135195705426e-05	4.47442307907424e-05
Coprothermobacterota	2.72460014222413e-06	8.64086586413596e-06	7.77523354857772e-07	5.02917566652697e-05	2.08474487934539e-05	1.34232692372227e-05
Nitrososphaerota	4.90428025600343e-05	0.0001271441691437	6.60894851629106e-05	0.0002359843966601	0.0005420336686298	0.0010447777889638
Candidatus.Bathyarchaeota	2.0434501066681e-05	9.01118868688465e-05	3.88761677428886e-06	1.03162577774912e-05	0.0076510137071975	0.0141414141414141
Thermoproteota	8.31003043378359e-05	0.0001333162161895	7.23096720017728e-05	0.0003204487572133	0.0004065252514723	0.0006308936541494
Candidatus.Korarchaeota	0.0	2.46881881832456e-06	0.0	0.0	0.0	8.94884615814848e-06
Euryarchaeota	0.0096173844020274	0.0073817682667904	0.0011320740046729	0.0027473483993681	0.0071194037629645	0.0385024105954338
Candidatus.Woesearchaeota	3.95067020622498e-05	0.000137019444417	2.33257006457331e-05	0.000110899771108	0.0018345754938239	0.0001812141347025
Nanoarchaeota	1.81640009481608e-06	1.11096846824605e-05	1.55504670971554e-06	3.86859666655921e-06	9.38135195705426e-05	1.56604807767598e-05
Candidatus.Micrarchaeota	2.67919013985373e-05	3.82666916840307e-05	4.66514012914663e-06	5.15812888874561e-06	0.0005107624954396	0.0002080606731769
Candidatus.Diapherotrites	4.54100023704021e-06	1.35785035007851e-05	1.55504670971554e-06	2.70801766659144e-05	0.0002084744879345	2.01349038558341e-05
Candidatus.Altiarchaeota	5.90330030815228e-06	3.70322822748684e-06	7.77523354857772e-07	3.223830555466e-06	3.12711731901809e-05	3.80325961721311e-05
Candidatus.Aenigmarchaeota	4.08690021333619e-06	0.0	0.0	0.0	6.25423463803617e-05	1.56604807767598e-05
Candidatus.Huberarchaea	9.08200047408042e-07	2.46881881832456e-06	0.0	0.0	3.12711731901809e-05	0.0
Candidatus.Nanohaloarchaeota	4.54100023704021e-07	1.23440940916228e-06	7.77523354857772e-07	1.9342983332796e-06	0.0	2.23721153953712e-06
Candidatus.Thermoplasmatota	1.95263010192729e-05	4.81419669573289e-05	1.86605605165865e-05	8.31748283310229e-05	0.000187627039141	0.0002237211539537
Candidatus.Heimdallarchaeota	1.36230007111206e-05	1.23440940916228e-05	1.78830371617287e-05	9.02672555530481e-06	0.0	3.35581730930568e-05
Candidatus.Lokiarchaeota	5.90330030815228e-06	1.72817317282719e-05	7.77523354857772e-06	6.96347399980657e-05	7.29660707770886e-05	7.83024038837992e-05
Candidatus.Odinarchaeota	4.54100023704021e-07	2.46881881832456e-06	0.0	3.86859666655921e-06	0.0	7.15907692651879e-05
Candidatus.Thorarchaeota	1.36230007111206e-06	2.46881881832456e-06	0.0	1.9342983332796e-06	2.08474487934539e-05	0.0001342326923722
