#OTU ID	mgm4653312	mgm4653313	mgm4653314	mgm4653315	mgm4653316	mgm4653317	mgm4718365	mgm4718366	mgm4718367
candidate.division.CPR3	0.0	0.0	0.0	0.0	0.0	8.1394118461e-06	4.79125308836189e-06	5.94433269607038e-06	1.47971678220789e-05
Candidatus.Delongbacteria	2.11967696123111e-05	2.04352712782262e-05	2.47785417828161e-05	1.06928427457082e-05	0.0	2.44182355383e-05	2.31577232604158e-05	2.2405561700573e-05	2.72822781719579e-05
Candidatus.Calescamantes	1.05983848061555e-05	6.81175709274207e-06	0.0	1.06928427457082e-05	0.0	8.1394118461e-06	4.79125308836189e-06	3.65805088988947e-06	7.39858391103943e-06
Planctomycetota	0.002660194586345	0.0026497735090766	0.0025645790745214	0.0026197464726985	0.0026516042990507	0.002686005909213	0.0028831365459217	0.0053444123501285	0.0046005319581832
Candidatus.Omnitrophica	0.0007736820908493	0.0007765403085725	0.0006194635445704	0.000695034778471	0.0007844983133286	0.0006185953003036	0.0006156760218545	0.0010466598108696	0.0009460939176241
Verrucomicrobiota	0.0014095851792186	0.0014849630462177	0.0015858266741002	0.0014809587202805	0.0015846865929238	0.001465094132298	0.001474907409034	0.0030270371113835	0.0024965596584813
Lentisphaerota	0.0005087224706954	0.0005858111099758	0.0004707922938735	0.0005132564517939	0.0005177688867968	0.0005290617699965	0.000499088863371	0.0013027233731618	0.0013317451039871
Chlamydiota	0.0001483773872861	0.0001498586560403	7.43356253484482e-05	0.0001710854839313	0.0001725896289322	0.0001302305895376	0.000185661057174	0.0002281709242568	0.0003287745725468
Kiritimatiellota	0.0001271806176738	0.0001362351418548	0.0001486712506968	0.0001496997984399	9.41397975994352e-05	0.0001220911776915	0.000119781327209	0.0003155068892529	0.0002608000828641
Thermodesulfobacteriota	0.0069207452784195	0.0071591567044719	0.0073220590968221	0.0074849899219957	0.0067780654271593	0.0067882694796474	0.00576427673639	0.0119851464843616	0.007509562669705
Nitrospirota	0.000752485321237	0.0007356697660161	0.0006814098990274	0.0007271133067081	0.0007374284145289	0.0008058017727639	0.0006835521072729	0.0012327631498927	0.0009599662624573
Campylobacterota	0.0020878818068126	0.0020230918565444	0.0020070618844081	0.0020476793858031	0.0020240056483878	0.002116247079986	0.0033854195780183	0.0038386671525777	0.0040109573027722
Bacteroidota	0.312938508171355	0.27392799972753	0.301492907142415	0.191984645077817	0.350890405585628	0.254153134894472	0.605175192169176	0.363687077523701	0.450369374301759
